订单编号,新单续保,起保日,保期,初始保费,批改保费,已赚保费,报案数量,累计赔付金额,赔付比例,保额,伤残,省份,城市,行业,新单承保人数,最终承保人数,30周岁以下（男）,30-39周岁（男）,40-49周岁（男）,50-59周岁（男）,60-64周岁（男）,65周岁以上（男）,30周岁以下（女）,30-39周岁（女）,40-49周岁（女）,50-59周岁（女）,60-64周岁（女）,65周岁以上（女）,一类参保,二类参保,三类参保,四类参保,五类参保,一类未参保,二类未参保,三类未参保,四类未参保,五类未参保,涉高一类参保,涉高二类参保,涉高三类参保,涉高四类参保,涉高五类参保,涉高一类未参保,涉高二类未参保,涉高三类未参保,涉高四类未参保,涉高五类未参保,涉高率,参保率,批改率
015EF407CD494B_3,续保,2024/4/20 0:00,91,90465.07,10317.68,100524.57,5,64500,0.642,500000,十级伤残:10%,重庆,重庆市,M07515,313,412,71,173,100,51,0,0,8,5,4,0,0,0,0,0,0,0,291,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0.706,0.286
EE13347B29113D_2,续保,2024/4/21 0:00,365,45017.82,11589.04,51391.71772,0,0,0,500000,十级伤残:5%,陕西省,西安市,F05199,52,66,4,9,8,34,3,0,2,1,1,4,0,0,0,0,0,0,0,8,0,8,3,47,0,0,0,0,0,0,0,0,0,0,0,0,0.939
06300434146C57,续保,2024/4/21 0:00,365,34847.6,7543.45,38285.72183,1,9000,0.235,800000,十级伤残:5%,陕西省,西安市,F05199,24,32,4,12,9,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0.531
0996D48177B074_2,新单,2024/4/21 0:00,275,14061.6,0,14061.6,3,54284,3.86,500000,十级伤残:3%,浙江省,丽水市,E04819,16,16,4,4,1,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0.438
662B649AF5F8F5,新单,2024/4/21 0:00,365,33390.72,2717.89,32142.44427,0,0,0,400000,十级伤残:5%,江苏省,无锡市,C03311,31,42,1,8,11,13,4,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0.214
A0B744350630D3,续保,2024/4/21 0:00,365,25170,0,22963.31507,1,14000,0.61,1000000,十级伤残:10%,江苏省,常州市,F05175,10,10,0,0,1,3,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1.5
43B7F4A599825A,续保,2024/4/21 0:00,365,28017,0,25560.71507,1,9000,0.352,500000,十级伤残:10%,江苏省,常州市,F05175,22,22,5,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0.955
7A42F4CCC9DCF1_1,新单,2024/4/21 0:00,365,8773,0,8003.860273,0,0,0,500000,十级伤残:10%,浙江省,绍兴市,C03899,10,10,1,3,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1
B001C46F86B959,续保,2024/4/21 0:00,365,56340,-8206.55,46212.55388,1,0,0,500000,十级伤残:10%,江西省,上饶市,C0409,90,35,0,3,1,0,0,0,4,24,3,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.486
D75AD455BC3950,续保,2024/4/21 0:00,365,29544.9,20147.91,45218.76461,0,0,0,1000000,十级伤残:5%,湖北省,襄阳市,E04999,11,19,3,4,4,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,3.474
C260F43F9D7BAA_1,续保,2024/4/22 0:00,365,15550.38,2820.19,15829.6921,1,3958,0.25,600000,十级伤残:10%,重庆,重庆市,C03489,10,17,0,1,0,2,4,1,0,1,0,8,0,0,0,0,0,0,0,1,0,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0.118
FBF1B4E9C35DA8,续保,2024/4/22 0:00,365,11905,1011.1,11301.5914,1,0,0,700000,十级伤残:10%,江苏省,常州市,C03484,10,15,0,2,3,3,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067
0D56942D524E47_3,续保,2024/4/23 0:00,365,26842.52,0,24342.12087,1,1500,0.062,800000,十级伤残:5%,山东省,潍坊市,E04999,10,10,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0.7,0,0
BDAEC41DBE0CF2_2,续保,2024/4/23 0:00,365,19372.72,0,17568.13786,0,0,0,800000,十级伤残:10%,江苏省,常州市,C03595,10,10,0,2,1,2,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2F44244D3F5B3D,续保,2024/4/23 0:00,365,20563.07,1597.93,20071.40255,1,6000,0.299,800000,十级伤残:10%,上海,上海市,E0491,11,12,0,0,2,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,1,1,0.083
9447542754C2A0_2,续保,2024/4/23 0:00,365,15624,684.88,14368.37036,0,0,0,500000,十级伤残:10%,浙江省,杭州市,E04899,12,16,1,5,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,1.625
3C80048DDDD79F,新单,2024/4/23 0:00,365,15046.46,0,13644.87194,0,0,0,600000,十级伤残:10%,江苏省,无锡市,C0377,13,13,2,0,2,2,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9CAAA4E8D7DEA3,新单,2024/4/23 0:00,365,8844,0,8020.175342,0,0,0,500000,十级伤残:10%,江苏省,常州市,E05012,12,12,0,8,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F425A4C0C3015C_1,续保,2024/4/23 0:00,365,29533,5803.93,32041.16651,0,0,0,500000,十级伤残:10%,江苏省,常州市,C03484,22,26,7,5,1,6,0,0,2,0,0,5,0,0,0,0,0,0,0,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0.731
311C4473C6959F,新单,2024/4/23 0:00,365,133920,15338.94,133431.602,1,6000,0.045,800000,十级伤残:10%,江苏省,宿迁市,C0419,80,99,4,44,20,24,2,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,1.485
BC55F4595BC256,续保,2024/4/23 0:00,365,7934,548.84,7690.313812,0,0,0,600000,十级伤残:5%,山东省,东营市,I06599,11,12,0,3,2,4,1,0,1,0,1,0,0,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75
14BA44829C4F58,续保,2024/4/23 0:00,365,12001,0,10883.09863,0,0,0,600000,十级伤残:5%,山东省,东营市,I06599,12,12,0,4,2,0,1,0,3,1,0,1,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0.417,0,0.5
36EDC4B8953157,续保,2024/4/23 0:00,365,22502,522.79,20674.78671,1,0,0,1000000,十级伤残:10%,江苏省,常州市,C03259,10,11,0,0,3,2,1,2,1,0,2,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
E20C9421739B54_1,新单,2024/4/23 0:00,365,14008.5,0,12703.59863,1,400,0.031,500000,十级伤残:10%,江苏省,常州市,M07513,11,11,3,1,3,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1.182
8028C46563C88D,新单,2024/4/23 0:00,365,32718.2,0,29670.47726,0,0,0,800000,十级伤残:10%,江苏省,南京市,M0732,17,17,3,1,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,2.824
44387400A5819F,新单,2024/4/23 0:00,365,6099.72,505.52,5989.697923,1,0,0,300000,十级伤残:5%,湖南省,湘潭市,A0514,12,13,0,2,0,5,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
659E8478F1A708,新单,2024/4/23 0:00,365,11040,0,10011.61644,0,0,0,200000,十级伤残:10%,江苏省,无锡市,C03499,16,16,0,6,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
E83F045C1BFFB0_1,新单,2024/4/24 0:00,365,12129.81,0,10966.67753,1,9000,0.821,600000,十级伤残:5%,安徽省,池州市,E0492,10,10,0,0,2,3,2,0,0,1,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.7,0,0
C1DE84F21FEAFF,续保,2024/4/24 0:00,365,29608.7,3783.14,29907.37748,1,8000,0.267,500000,十级伤残:10%,浙江省,湖州市,C03359,22,27,12,5,5,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0.37
F95E846067D91F,新单,2024/4/24 0:00,365,10416,4441.56,13430.71243,1,0,0,500000,十级伤残:5%,江苏省,扬州市,E05012,14,20,1,2,4,10,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15
0D02D4FD41EC9C,新单,2024/4/24 0:00,365,5286,0,4779.123287,1,0,0,300000,十级伤残:10%,江苏省,常州市,O08219,10,10,0,3,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23A7540F1EF2C2,新单,2024/4/24 0:00,365,14752.32,0,13337.71397,0,0,0,300000,十级伤残:10%,江苏省,常州市,C03819,27,27,0,2,2,10,1,1,0,5,3,2,1,0,0,0,0,0,0,11,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
9289F4302B9B7E,续保,2024/4/24 0:00,365,2282.2,705.3,2681.121669,0,0,0,200000,十级伤残:5%,河南省,郑州市,E05011,5,7,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857
B2E8B4D98507D9_1,新单,2024/4/24 0:00,365,8144.79,0,7363.782739,0,0,0,500000,十级伤残:10%,浙江省,金华市,C03499,10,10,2,5,0,2,0,0,0,1,0,0,0,0,2,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4BD184B7B57852,新单,2024/4/24 0:00,365,1739.9,1085.4,2508.306124,0,0,0,100000,十级伤残:5%,江苏省,淮安市,E05011,10,19,1,1,1,14,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.579
744B74DE2EB7B2,新单,2024/4/24 0:00,183,15569.1,0,15569.1,0,0,0,800000,十级伤残:5%,江苏省,连云港市,E0509,10,10,1,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
DC28E4DCEBD980,新单,2024/4/24 0:00,365,7470.54,0,6754.186849,0,0,0,600000,十级伤残:10%,江苏省,南京市,E0509,10,10,2,2,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
8DFE04179145D3,续保,2024/4/24 0:00,365,26750,0,24184.93151,0,0,0,1000000,十级伤残:10%,江苏省,南通市,E0492,10,10,1,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0
A9BC743E8E5E4A,续保,2024/4/24 0:00,365,10329,2402.81,11111.07011,1,5250,0.473,500000,十级伤残:5%,河南省,驻马店市,F05199,11,18,0,3,1,11,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1.056
5AA034C373614A_1,续保,2024/4/24 0:00,365,14682,0,13274.13699,0,0,0,500000,十级伤残:10%,重庆,重庆市,C03399,10,10,4,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1.2
F085142E3AE9EB_3,续保,2024/4/24 0:00,91,18884.94,0,18884.94,1,0,0,800000,十级伤残:5%,云南省,昆明市,L07299,51,51,1,5,4,0,0,0,13,5,21,1,1,0,0,0,0,0,0,0,45,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353
763EC483874B82_2,续保,2024/4/25 0:00,365,31878,0,28733.86849,0,0,0,600000,十级伤残:10%,江苏省,常州市,C03099,18,18,0,2,0,9,4,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0.444
B59D443D5C296F,新单,2024/4/25 0:00,365,20726.79,0,18682.50386,1,9460,0.506,300000,十级伤残:10%,江苏省,无锡市,C03599,21,21,2,6,7,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
45F8B4FB94F8E9_1,新单,2024/4/25 0:00,365,4804.8,334.36,4570.482705,0,0,0,300000,十级伤残:10%,浙江省,嘉兴市,E05012,10,12,0,3,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167
A48C4424EA8DE0_5,续保,2024/4/25 0:00,365,41045.13,0,36996.8432,1,8802,0.238,800000,十级伤残:5%,四川省,巴中市,E04999,19,19,3,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0.421
093504CF98F7A2_1,新单,2024/4/25 0:00,365,35804,26107.51,52111.9971,5,56734,1.089,800000,十级伤残:5%,浙江省,宁波市,C0336,20,55,4,9,13,7,0,0,4,8,10,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0.491
BDD084C97AB112,新单,2024/4/25 0:00,365,32198.85,5975.33,34157.75747,2,6553,0.192,500000,十级伤残:10%,江苏省,无锡市,C03499,17,21,2,2,3,7,3,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0.429
233144DF5CB4F1,新单,2024/4/25 0:00,365,16115,0,14525.57534,0,0,0,600000,十级伤残:5%,江苏省,常州市,E04813,11,11,2,4,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0.182
CF83A49816A372,新单,2024/4/25 0:00,365,17374.5,568.03,16000.3991,0,0,0,500000,十级伤残:5%,安徽省,安庆市,C03599,15,17,0,5,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,1,1,1.059
80107496B10C84_1,新单,2024/4/25 0:00,365,10620,0,9572.547945,4,20750,2.168,300000,十级伤残:10%,江苏省,无锡市,C03429,12,12,0,3,3,4,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1
164D4494EF7EC3,新单,2024/4/25 0:00,365,10463.04,732.58,10048.98424,2,1749,0.174,300000,十级伤残:10%,浙江省,嘉兴市,E05012,18,20,13,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25
9B0AB4569A5230_1,续保,2024/4/25 0:00,365,14667.4,789.08,13878.31899,0,0,0,300000,十级伤残:5%,浙江省,湖州市,C0211,22,24,6,3,6,3,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0.625
B60144C81E145F_1,新单,2024/4/25 0:00,365,13931.8,0,12557.70466,0,0,0,300000,十级伤残:10%,江苏省,常州市,C01499,34,34,2,5,5,4,1,0,3,3,3,8,0,0,0,0,0,0,0,22,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059
DEC254A5F9A979_2,新单,2024/4/25 0:00,365,23731.2,560.77,21878.21458,0,0,0,400000,十级伤残:5%,江苏省,南京市,L07263,32,33,0,1,1,20,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0.03
07976431DC6AFF_1,续保,2024/4/25 0:00,365,37510.2,6166.05,39095.74955,0,0,0,800000,十级伤残:10%,河南省,郑州市,C03311,21,26,15,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0.462
56E7949585F896,新单,2024/4/25 0:00,365,3880,0,3497.315068,1,0,0,100000,十级伤残:10%,江苏省,常州市,E04812,10,10,0,0,0,1,5,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
6B22241E46E96B_1,新单,2024/4/26 0:00,365,3874,0,3481.293147,0,0,0,200000,十级伤残:10%,浙江省,绍兴市,C03899,10,10,0,0,1,0,0,0,0,2,3,3,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8
7.98665E+13,续保,2024/4/26 0:00,365,16017.2,757.43,14991.73617,0,0,0,1000000,十级伤残:5%,山东省,聊城市,C02019,11,12,0,0,0,3,3,2,0,0,0,4,0,0,0,0,0,0,0,0,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167
1C74F41B6143D8,续保,2024/4/26 0:00,365,113220,2518.02,102235.5601,3,66000,0.646,800000,十级伤残:10%,江苏省,无锡市,C03311,51,60,3,6,12,9,1,2,0,2,11,13,1,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0.4
1A3CA48E4AF4A2,续保,2024/4/26 0:00,365,10400,0,9345.753414,0,0,0,400000,十级伤残:10%,江苏省,无锡市,C03311,10,10,1,3,1,0,0,0,0,1,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3
2195248F3252B2,新单,2024/4/26 0:00,365,14362.53,2179.36,14020.49655,1,6000,0.428,600000,十级伤残:10%,浙江省,杭州市,E0509,13,17,6,4,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235
38D0540B467747,新单,2024/4/26 0:00,365,12159.21,4567.39,14887.00602,2,15364,1.032,800000,十级伤残:5%,浙江省,宁波市,E0509,11,16,0,1,1,4,7,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625
F97EC4DAA9220A_2,续保,2024/4/26 0:00,365,11449,0,10288.41643,0,0,0,1000000,十级伤残:5%,河北省,保定市,L07269,10,10,6,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6
82EB24F823269B,新单,2024/4/26 0:00,365,21029.19,0,18897.46387,0,0,0,800000,十级伤残:5%,安徽省,六安市,E04999,12,12,0,0,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,0.583,0,0.167
5DF2A4DC3F24E8_1,新单,2024/4/26 0:00,365,15862,1675.09,15636.8116,0,0,0,600000,十级伤残:5%,江苏省,泰州市,C03429,11,13,0,2,3,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0.692
BD6E2434458728_3,新单,2024/4/26 0:00,365,55826.19,0,50167.09671,0,0,0,500000,十级伤残:5%,江苏省,苏州市,E0479,42,42,7,3,8,10,6,4,0,1,2,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0.833,0,0
D4ABA423D5E191_2,新单,2024/4/26 0:00,365,101400,25669.6,113021.7466,3,12000,0.106,400000,十级伤残:5%,江苏省,南通市,E0492,120,164,9,55,32,60,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,1,0,0.579
E85BD430D38E8D_2,新单,2024/4/26 0:00,365,28480.4,0,25593.34573,0,0,0,800000,十级伤残:10%,江苏省,常州市,E0479,10,10,0,1,0,4,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0
236264513EBB6A_1,新单,2024/4/26 0:00,365,24566.4,0,22076.10737,2,0,0,400000,十级伤残:5%,江苏省,南京市,L07269,30,30,7,4,4,2,0,0,1,6,4,0,1,1,0,0,0,0,0,14,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0.033
3120549C858AB8_2,续保,2024/4/26 0:00,365,11571,0,10398.0493,1,224,0.022,200000,十级伤残:10%,浙江省,嘉兴市,M0759,29,29,3,2,5,5,1,0,3,1,6,3,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0
FC21949ADBAEFE_2,新单,2024/4/26 0:00,365,13455.8,0,12091.78738,0,0,0,500000,十级伤残:5%,江苏省,苏州市,E04999,10,10,4,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0
9C79B4FD262922,新单,2024/4/26 0:00,365,5448.3,0,4896.00657,0,0,0,300000,十级伤残:10%,江苏省,常州市,C01432,11,11,1,2,1,2,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33584492C35B88,新单,2024/4/26 0:00,365,81927.18,10342.07,80358.86628,2,19000,0.236,800000,十级伤残:5%,江苏省,盐城市,C03499,35,50,10,22,5,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,49,0.98,0,1.12
32C054ACF80142,续保,2024/4/26 0:00,365,6144,2430.57,7591.990312,2,17422,2.295,200000,十级伤残:5%,河南省,焦作市,M0759,20,31,7,4,3,6,0,0,1,2,4,4,0,0,0,0,0,0,0,3,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.968
4409A493CD7AB4,新单,2024/4/26 0:00,365,21270,0,19113.86299,1,0,0,500000,十级伤残:3%,江苏省,无锡市,E04813,34,34,4,2,8,10,3,1,1,1,1,3,0,0,0,0,0,0,0,8,0,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
906BE4ECC4C820,续保,2024/4/27 0:00,365,16480,0,14764.27396,2,0,0,600000,十级伤残:10%,江苏省,常州市,C03484,10,10,0,3,2,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.8
B13384782C404A,新单,2024/4/27 0:00,365,5800.32,117.2,5238.166317,2,15219,2.905,100000,十级伤残:10%,浙江省,金华市,C03499,16,18,0,3,4,3,0,0,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0.056
E1226486BF15DD,新单,2024/4/27 0:00,365,5739.6,0,5142.052597,0,0,0,300000,十级伤残:10%,江苏省,常州市,C01779,17,17,0,2,8,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DEBA24644DB79E_1,新单,2024/4/27 0:00,365,37658.4,334.03,33991.99835,3,3200,0.094,800000,十级伤残:10%,江苏省,常州市,C01779,38,39,1,3,4,13,4,0,0,0,2,8,4,0,0,0,0,0,0,0,33,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0.282
F2FCE47E99B730_2,续保,2024/4/27 0:00,365,13282.5,0,11899.66437,0,0,0,1000000,十级伤残:5%,北京,北京市,E05011,10,10,1,2,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3
AA0BF4CAF6234C,新单,2024/4/27 0:00,365,9746,0,8731.347936,0,0,0,500000,十级伤残:10%,江苏省,常州市,C02929,11,11,1,1,1,3,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27DFC442C09B5F_1,新单,2024/4/27 0:00,365,12121.78,0,10859.78645,0,0,0,500000,十级伤残:5%,江苏省,南京市,E0471,11,11,0,0,0,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0.364
5CCAE4D63C1533,新单,2024/4/27 0:00,365,5840.1,0,5232.089583,0,0,0,300000,十级伤残:10%,江苏省,常州市,C03399,10,10,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DF1444AA981CA4_2,续保,2024/4/27 0:00,275,12456.18,0,12456.18,0,0,0,1000000,十级伤残:5%,浙江省,绍兴市,L07299,6,6,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C7E9B49F918E9C,新单,2024/4/27 0:00,365,7040,206.04,6365.381694,0,0,0,500000,十级伤残:3%,江苏省,无锡市,C01712,11,15,0,3,1,2,1,0,0,1,5,2,0,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267,0
17F4643A8F7ADD,新单,2024/4/27 0:00,365,7269,1445.83,7806.703285,0,0,0,800000,十级伤残:5%,浙江省,宁波市,L07263,5,6,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333
CE37F49FE53725,新单,2024/4/27 0:00,365,17156.16,7654.1,22003.49528,0,0,0,300000,十级伤残:5%,浙江省,宁波市,L07263,63,99,1,13,34,46,0,0,0,2,3,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.263
F274644BD98E3F,新单,2024/4/27 0:00,365,7848.28,2767.92,9501.99743,0,0,0,500000,十级伤残:5%,江苏省,常州市,E05011,11,15,0,2,3,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,2.133
78B8C4F08A8D03,新单,2024/4/27 0:00,365,3759.6,191.05,3518.906807,1,997,0.283,200000,十级伤残:10%,浙江省,绍兴市,C0419,12,13,1,6,1,0,0,0,0,3,0,2,0,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077
D89864574284B0_1,新单,2024/4/27 0:00,365,24409.08,0,21867.86069,0,0,0,800000,十级伤残:10%,江苏省,常州市,C0219,14,14,0,2,0,4,2,0,0,0,1,5,0,0,0,0,0,0,0,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.643
26AF344E7FA578_1,新单,2024/4/27 0:00,365,27885,3555.2,27664.19942,0,0,0,500000,十级伤残:10%,浙江省,金华市,C0336,28,38,8,5,6,2,0,0,8,4,2,3,0,0,0,0,0,0,0,1,1,13,12,11,0,0,0,0,0,0,0,0,0,0,0,0,1.053
