订单编号,新单续保,起保日,保期,初始保费,批改保费,已赚保费,报案数量,累计赔付金额,赔付比例,保额,伤残,省份,城市,新单承保人数,最终承保人数,30周岁以下（男）,30-39周岁（男）,40-49周岁（男）,50-59周岁（男）,60-64周岁（男）,65周岁以上（男）,30周岁以下（女）,30-39周岁（女）,40-49周岁（女）,50-59周岁（女）,60-64周岁（女）,65周岁以上（女）,一类参保,二类参保,三类参保,四类参保,五类参保,一类未参保,二类未参保,三类未参保,四类未参保,五类未参保,涉高一类参保,涉高二类参保,涉高三类参保,涉高四类参保,涉高五类参保,涉高一类未参保,涉高二类未参保,涉高三类未参保,涉高四类未参保,涉高五类未参保,涉高率,参保率,批改率,行业1级,行业2级,行业3级,行业4级
FEBA24A4916C7D,新单,2024-07-16 00:00:00,365,24300.0,3654.2,24348.049536766,2,4000,0.164,300000,十级伤残:5%,江苏省,苏州市,36,50,2,6,9,17,4,1,1,2,5,2,1,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.76,C|制造业,C033|金属制品业,C0339|铸造及其他金属制品制造,C03399|其他未列明金属制品制造
D3E994FBE1CCC6,续保,2024-07-16 00:00:00,365,19398.0,3450.15,20038.86715118636,4,131102,6.542,500000,十级伤残:10%,江苏省,常州市,18,24,2,4,4,9,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,3,0,21,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.083,C|制造业,C034|通用设备制造业,C0348|通用零部件制造,C03484|机械零部件加工
BD95947C383F72,新单,2024-07-17 00:00:00,365,10917.72,761.54,10394.5030316111,1,677,0.065,200000,十级伤残:10%,江苏省,常州市,26,28,1,1,5,9,0,0,1,2,0,8,1,0,0,0,0,0,0,0,0,26,0,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.786,H|住宿和餐饮业,H062|餐饮业,H0629|其他餐饮业,H06299|其他未列明餐饮业
7A6EC46E9D2463_1,新单,2024-07-17 00:00:00,365,2589.0,0.0,2305.273970262,0,0,0.0,100000,十级伤残:5%,浙江省,台州市,10,10,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,C|制造业,C038|电气机械和器材制造业,C0389|其他电气机械及器材制造,C03899|其他未列明电气机械及器材制造
66E994BEB29FB3,新单,2024-07-17 00:00:00,365,11158.5,0.0,9935.650674843,0,0,0.0,200000,十级伤残:10%,江苏省,常州市,15,15,0,3,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1.0,0.0,0.0,E|建筑业,E047|房屋建筑业,E0479|其他房屋建筑业,
5BA0349006F589,新单,2024-07-17 00:00:00,184,4959.4,0.0,4959.4,0,0,0.0,200000,十级伤残:10%,江苏省,苏州市,10,10,1,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1.0,0.0,0.4,C|制造业,C034|通用设备制造业,C0349|其他通用设备制造业,C03499|其他未列明通用设备制造业
8E8334C0641865_1,新单,2024-07-17 00:00:00,365,26025.0,0.0,23172.94518195,0,0,0.0,400000,十级伤残:10%,江苏省,无锡市,15,15,1,6,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1.0,0.0,1.0,E|建筑业,E050|建筑装饰、装修和其他建筑业,E0501|建筑装饰和装修业,E05012|住宅装饰和装修
D2056469A5D098,新单,2024-07-17 00:00:00,365,3776.0,0.0,3362.191777408,0,0,0.0,200000,十级伤残:5%,江苏省,苏州市,10,10,0,2,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,C|制造业,C021|家具制造业,C0211|木质家具制造,
13DD347084861F_5,续保,2024-07-17 00:00:00,365,12400.0,27531.4,34767.56822437254,1,0,0.0,1000000,十级伤残:5%,河南省,郑州市,10,38,2,5,1,21,0,0,1,1,2,5,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.026,L|租赁和商务服务业,L072|商务服务业,L0726|人力资源服务,L07269|其他人力资源服务
4C6A44B80A43A8,新单,2024-07-17 00:00:00,365,14884.8,1459.35,14130.36483935261,0,0,0.0,500000,十级伤残:10%,浙江省,金华市,14,19,11,1,0,0,0,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,C|制造业,C035|专用设备制造业,C0357|农、林、牧、渔专用机械制造,C03579|其他农、林、牧、渔业机械制造
DEF894AE9D74E9,新单,2024-07-17 00:00:00,31,615.0,0.0,615.0,0,0,0.0,200000,十级伤残:10%,江苏省,常州市,5,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,S|公共管理、社会保障和社会组织,S091|中国共产党机关,S0910|中国共产党机关,
79FAF40E3F12C0,续保,2024-07-17 00:00:00,365,49108.8,537.75,44080.91750031991,1,351,0.008,1000000,十级伤残:5%,贵州省,贵阳市,26,27,10,3,2,0,0,0,3,7,2,0,0,0,0,0,0,0,0,6,0,6,7,0,0,0,0,0,0,0,0,0,0,8,0.296,0.0,0.407,D|电力、热力、燃气及水生产和供应业,D044|电力、热力生产和供应业,D0442|电力供应,
3D1CC4D45048E7,续保,2024-07-17 00:00:00,365,25954.5,4318.62,26291.06650803862,1,172042,6.544,1000000,十级伤残:10%,江苏省,淮安市,15,20,0,1,0,9,1,1,0,0,1,7,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.9,C|制造业,C022|造纸和纸制品业,C0222|造纸,C02223|加工纸制造
8A634455389732_1,续保,2024-07-17 00:00:00,365,11947.5,0.0,10638.184920705,0,0,0.0,500000,十级伤残:10%,江苏省,淮安市,15,15,0,0,0,3,7,0,0,0,0,4,1,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.4,C|制造业,C022|造纸和纸制品业,C0222|造纸,C02223|加工纸制造
B01674D8A89A47_1,续保,2024-07-18 00:00:00,365,13159.96,2969.57,13912.17369776344,1,0,0.0,100000,十级伤残:5%,江苏省,常州市,44,66,6,2,3,1,7,1,1,2,7,35,1,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.045,C|制造业,C033|金属制品业,C0332|金属工具制造,C03329|其他金属工具制造
0240F4EFA23AEF,新单,2024-07-18 00:00:00,365,9463.5,0.0,8400.476704032,0,0,0.0,500000,十级伤残:10%,江苏省,常州市,10,10,0,2,0,0,1,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.4,C|制造业,C030|非金属矿物制品业,C0309|石墨及其他非金属矿物制品制造,C03099|其他非金属矿物制品制造
829CA49E142BE7_4,续保,2024-07-18 00:00:00,365,27228.75,62163.55,74729.44841672569,1,9000,0.12,1000000,十级伤残:10%,广东省,东莞市,28,154,31,30,10,0,0,0,31,30,21,0,0,1,49,0,0,35,0,66,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0.0,0.545,0.721,C|制造业,C029|橡胶和塑料制品业,C0292|塑料制品业,C02929|塑料零件及其他塑料制品制造
D258146B5ED56B_3,续保,2024-07-18 00:00:00,365,19030.0,0.0,16892.38354496,0,0,0.0,1000000,十级伤残:10%,广东省,东莞市,14,14,6,3,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,C|制造业,C029|橡胶和塑料制品业,C0292|塑料制品业,C02929|塑料零件及其他塑料制品制造
1DDD640694CE54,新单,2024-07-18 00:00:00,365,37332.9,4275.5,36546.07430041472,1,8000,0.219,500000,十级伤残:10%,江苏省,南通市,33,40,3,8,6,8,3,1,1,2,5,3,0,0,0,0,0,0,0,0,0,0,27,13,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.175,C|制造业,C033|金属制品业,C0336|金属表面处理及热处理加工,
3EC4D4A289F6BC_4,新单,2024-07-18 00:00:00,365,22583.0,0.0,20046.279432256,0,0,0.0,500000,十级伤残:10%,江苏省,无锡市,20,20,0,1,6,7,0,2,0,0,2,2,0,0,1,0,0,2,14,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.85,0.0,C|制造业,C034|通用设备制造业,C0341|锅炉及原动设备制造,C03411|锅炉及辅助设备制造
56BA94EBF5603F_1,续保,2024-07-18 00:00:00,92,8535.4,0.0,8535.4,0,0,0.0,1000000,十级伤残:10%,江苏省,常州市,5,5,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1.0,0.0,0.0,D|电力、热力、燃气及水生产和供应业,D044|电力、热力生产和供应业,D0443|热力生产和供应,
F82DE40B441ABA_2,新单,2024-07-19 00:00:00,365,40320.0,-1990.35,33938.63546466381,0,0,0.0,300000,十级伤残:10%,上海,上海市,56,53,7,15,7,1,0,0,3,12,8,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.132,L|租赁和商务服务业,L072|商务服务业,L0726|人力资源服务,L07263|劳务派遣服务
68E344F2AD1713_4,新单,2024-07-19 00:00:00,365,21587.0,5967.29,24188.53495468421,0,0,0.0,500000,十级伤残:10%,安徽省,宣城市,22,29,5,13,6,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,10,19,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.069,M|科学研究和技术服务业,M073|研究和试验发展,M0732|工程和技术研究和试验发展,
F982D43F549E6F_1,续保,2024-07-19 00:00:00,365,20770.2,0.0,18380.204365921203,0,0,0.0,300000,十级伤残:10%,江苏省,常州市,36,36,2,0,1,5,0,0,1,7,7,11,1,1,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.083,C|制造业,C029|橡胶和塑料制品业,C0292|塑料制品业,C02921|塑料薄膜制造
475194752BF2FD_1,新单,2024-07-19 00:00:00,365,5331.5,0.0,4718.012324239,0,0,0.0,200000,十级伤残:5%,江苏省,常州市,10,10,6,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1.0,0.0,0.5,E|建筑业,E049|建筑安装业,E0492|管道和设备安装,
8B2F242B60F2E2_3,新单,2024-07-19 00:00:00,365,11072.16,503.05,10194.981866378112,0,0,0.0,300000,十级伤残:10%,浙江省,金华市,12,13,5,3,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.077,C|制造业,C033|金属制品业,C0338|金属制日用品制造,C03389|其他金属制日用品制造
91FE642F06C197_1,新单,2024-07-19 00:00:00,365,8036.0,124.08,7197.0707586136,1,18000,2.501,100000,十级伤残:10%,江苏省,无锡市,27,28,5,9,2,4,2,0,2,1,1,1,1,0,0,0,0,0,0,5,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.286,C|制造业,C035|专用设备制造业,C0359|环保、邮政、社会公共服务及其他专 用设备制造,C03599|其他专用设备制造
AD67B4980E53D8,新单,2024-07-19 00:00:00,365,15320.0,1515.21,14896.07585092189,0,0,0.0,600000,十级伤残:5%,江苏省,无锡市,10,11,1,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1.0,0.0,0.909,C|制造业,C034|通用设备制造业,C0342|金属加工机械制造,C03424|金属切割及焊接设备制造
01FD74D184E384,新单,2024-07-19 00:00:00,365,7849.7,0.0,6946.4468426482,0,0,0.0,300000,十级伤残:10%,江苏省,无锡市,10,10,0,3,1,2,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,C|制造业,C022|造纸和纸制品业,C0223|纸制品制造,C02231|纸和纸板容器制造
D88A644739E7E4_1,新单,2024-07-19 00:00:00,365,8354.47,0.0,7393.13371893182,1,0,0.0,100000,十级伤残:5%,湖北省,武汉市,52,52,0,3,4,10,9,3,0,1,4,7,9,2,0,0,0,0,0,0,27,17,2,6,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.135,K|房地产业,K070|房地产业,K0702|物业管理,
2DD774D6CFC3B1_1,新单,2024-07-19 00:00:00,365,20356.0,0.0,18013.665736136,2,27200,1.51,500000,十级伤残:5%,江苏省,常州市,22,22,1,2,5,5,0,0,3,1,3,2,0,0,0,0,0,0,0,8,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.818,C|制造业,C021|家具制造业,C0219|其他家具制造,
8EA184DB26516C,新单,2024-07-19 00:00:00,365,16610.0,0.0,14698.71231466,0,0,0.0,800000,十级伤残:10%,江苏省,常州市,10,10,1,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.7,E|建筑业,E050|建筑装饰、装修和其他建筑业,E0509|其他未列明建筑业,
9A3104201A74B6_2,新单,2024-07-19 00:00:00,365,4287.14,0.0,3793.8252566328406,0,0,0.0,100000,十级伤残:5%,湖北省,武汉市,27,27,0,0,1,7,3,0,0,3,5,6,1,1,0,0,0,0,0,0,16,9,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.074,K|房地产业,K070|房地产业,K0702|物业管理,
28FD94B4F9D4C9_1,新单,2024-07-19 00:00:00,365,18470.64,0.0,16345.25127198384,0,0,0.0,600000,十级伤残:10%,江苏省,常州市,10,10,2,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0.2,0.0,0.4,E|建筑业,E048|土木工程建筑业,E0489|其他土木工程建筑,E04899|其他土木工程建筑施工
B271946985DCE1,续保,2024-07-20 00:00:00,365,54990.0,0.0,48511.7259822,0,0,0.0,800000,十级伤残:5%,陕西省,西安市,30,30,2,2,4,9,3,1,0,3,2,4,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.6,F|批发和零售业,F052|零售业,F0521|综合零售,F05219|其他综合零售
2D3754AFC38E12_1,续保,2024-07-20 00:00:00,365,16384.0,230.05,14563.2441478878,1,1000,0.069,600000,十级伤残:10%,上海,上海市,16,17,2,0,2,3,0,0,0,4,2,4,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.529,M|科学研究和技术服务业,M075|科技推广和应用服务业,M0759|其他科技推广服务业,
9040340DC40059_1,新单,2024-07-20 00:00:00,365,31437.0,0.0,27733.46298786,1,3603,0.13,400000,十级伤残:5%,江苏省,南通市,59,59,11,7,11,25,1,0,0,2,0,2,0,0,0,0,0,0,0,0,45,0,0,14,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.136,G|交通运输、仓储和邮政业,G059|装卸搬运和仓储业,G0591|装卸搬运,
5DDE14886660AD_1,新单,2024-07-20 00:00:00,365,14260.0,2562.39,14631.15719187148,2,22000,1.504,200000,十级伤残:10%,江苏省,苏州市,23,29,0,1,0,9,4,1,0,0,5,5,3,1,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.586,C|制造业,C034|通用设备制造业,C0342|金属加工机械制造,C03422|金属成形机床制造
D88CD4FA425CB5_1,新单,2024-07-20 00:00:00,365,14393.7,1921.85,14077.36222424664,1,0,0.0,500000,十级伤残:10%,江苏省,常州市,10,13,0,3,6,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.538,C|制造业,C033|金属制品业,C0336|金属表面处理及热处理加工,
99EEA4B302ECE0,续保,2024-07-20 00:00:00,365,5300.0,0.0,4675.616434,1,2500,0.535,200000,十级伤残:10%,江苏省,镇江市,10,10,0,0,2,1,1,1,0,1,1,2,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,C|制造业,C034|通用设备制造业,C0348|通用零部件制造,C03484|机械零部件加工
A4172465A1622F_1,续保,2024-07-20 00:00:00,92,106645.08,-1511.17,105133.91,3,14300,0.136,500000,十级伤残:10%,重庆,重庆市,384,358,58,153,87,43,0,0,9,4,3,1,0,0,0,0,0,0,266,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0.0,0.743,0.377,M|科学研究和技术服务业,M075|科技推广和应用服务业,M0751|技术推广服务,M07515|新能源技术推广服务
F2FB342FB7A07D_1,续保,2024-07-20 00:00:00,184,39200.0,0.0,39200.0,0,0,0.0,1000000,十级伤残:10%,湖南省,常德市,16,16,0,2,3,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1.0,0.0,0.0,D|电力、热力、燃气及水生产和供应业,D044|电力、热力生产和供应业,D0442|电力供应,
D2BF346582EA9E_3,新单,2024-07-20 00:00:00,365,5274.0,4184.56,8340.17845067864,0,0,0.0,200000,十级伤残:10%,江苏省,无锡市,10,18,0,3,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.889,M|科学研究和技术服务业,M074|专业技术服务业,M0749|工业与专业设计及其他专业技术服务,M07499|其他未列明专业技术服务业
81D3B472FDAA1B_1,新单,2024-07-20 00:00:00,365,13314.0,2896.25,13857.503985837298,1,2645,0.191,600000,十级伤残:5%,上海,上海市,10,15,0,1,1,8,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,M|科学研究和技术服务业,M074|专业技术服务业,M0749|工业与专业设计及其他专业技术服务,M07499|其他未列明专业技术服务业
1D3F24BD8BD961,续保,2024-07-20 00:00:00,365,37448.0,0.0,33036.31777744,0,0,0.0,1000000,十级伤残:5%,贵州省,贵阳市,22,22,10,3,3,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,3,11,4,0,0,0,0,0,0,0,0,0,4,0.182,0.0,0.318,D|电力、热力、燃气及水生产和供应业,D044|电力、热力生产和供应业,D0442|电力供应,
88FDF48D64F112,新单,2024-07-20 00:00:00,365,18837.3,0.0,16618.111217394,0,0,0.0,600000,十级伤残:5%,广东省,惠州市,10,10,0,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1.0,0.0,2.5,C|制造业,C034|通用设备制造业,C0349|其他通用设备制造业,C03499|其他未列明通用设备制造业
252F742E834810,新单,2024-07-21 00:00:00,365,14916.0,1634.64,14303.020837464,1,0,0.0,400000,十级伤残:10%,江苏省,无锡市,12,15,1,2,2,7,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.333,C|制造业,C034|通用设备制造业,C0349|其他通用设备制造业,C03499|其他未列明通用设备制造业
12E7043626B6AD_1,新单,2024-07-21 00:00:00,365,32965.0,0.0,28991.13696011,2,16196,0.559,600000,十级伤残:5%,江苏省,盐城市,19,19,0,0,3,11,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1.0,0.0,0.474,E|建筑业,E050|建筑装饰、装修和其他建筑业,E0509|其他未列明建筑业,
43F494864965F1,续保,2024-07-21 00:00:00,365,12785.59,4172.12,14848.598283005,0,0,0.0,500000,十级伤残:10%,重庆,重庆市,11,14,0,1,2,2,1,0,0,1,3,4,0,0,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.286,1.214,C|制造业,C038|电气机械和器材制造业,C0389|其他电气机械及器材制造,C03899|其他未列明电气机械及器材制造
B5F684FB4F1CED,新单,2024-07-22 00:00:00,365,15012.0,0.0,13161.205467936,0,0,0.0,500000,十级伤残:10%,江苏省,常州市,10,10,1,0,0,2,1,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,C|制造业,C033|金属制品业,C0339|铸造及其他金属制品制造,C03393|锻件及粉末冶金制品制造
42007459BF2882,续保,2024-07-22 00:00:00,365,13157.6,123.28,11637.77578723992,0,0,0.0,300000,十级伤残:10%,重庆,重庆市,28,28,1,5,3,7,0,0,2,6,4,0,0,0,2,0,6,0,13,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0.0,0.75,0.464,C|制造业,C041|其他制造业,C0419|其他未列明制造业,
BD7DC49368DBEB,新单,2024-07-23 00:00:00,365,5767.6,0.0,5040.7243792952,0,0,0.0,200000,十级伤残:10%,浙江省,绍兴市,11,11,1,0,4,1,3,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,C|制造业,C038|电气机械和器材制造业,C0389|其他电气机械及器材制造,C03899|其他未列明电气机械及器材制造
7EDB944EA849C7_2,新单,2024-07-23 00:00:00,365,20340.16,0.0,17776.74256029632,2,18000,1.013,500000,十级伤残:5%,江苏省,南通市,17,17,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,E|建筑业,E047|房屋建筑业,E0471|住宅房屋建筑,
B7233441C78CCC,续保,2024-07-23 00:00:00,365,37191.0,1811.9,34023.3680230249,5,25429,0.747,1000000,十级伤残:3%,安徽省,黄山市,14,15,0,1,2,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,0.933,0.0,0.6,E|建筑业,E047|房屋建筑业,E0471|住宅房屋建筑,
4F4E54CA2A0A8B,续保,2024-07-24 00:00:00,365,7714.08,0.0,6720.76010409408,1,568,0.085,200000,十级伤残:10%,江苏省,常州市,12,12,0,5,2,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.167,C|制造业,C034|通用设备制造业,C0348|通用零部件制造,C03484|机械零部件加工
39CB84FF24A045,新单,2024-07-24 00:00:00,365,12904.32,676.14,11711.1046888203,0,0,0.0,200000,十级伤残:5%,湖南省,怀化市,24,27,0,4,3,10,6,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.556,C|制造业,C020|木材加工和木、竹、藤、棕、草制品业,C0201|木材加工,C02019|其他木材加工
7A69D4E84F4401,新单,2024-07-24 00:00:00,365,34341.3,126668.03,136399.77526243925,5,2800,0.021,600000,十级伤残:5%,江苏省,常州市,23,128,7,33,35,44,3,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,1.0,0.0,0.523,E|建筑业,E049|建筑安装业,E0492|管道和设备安装,
BCB734780AB68E_2,续保,2024-07-24 00:00:00,92,18884.94,2261.27,21146.21,0,0,0.0,800000,十级伤残:5%,云南省,昆明市,51,59,2,5,4,0,0,0,17,8,22,0,1,0,0,0,0,0,0,0,52,7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.322,L|租赁和商务服务业,L072|商务服务业,L0729|其他商务服务业,L07299|其他未列明商务服务业
2B0BC49485BBC6_1,续保,2024-07-25 00:00:00,365,46286.0,0.0,40199.0739409,0,0,0.0,1000000,十级伤残:10%,四川省,成都市,18,18,8,4,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,10,0.556,0.0,2.0,I|信息传输、软件和信息技术服务业,I065|软件和信息技术服务业,I0659|其他信息技术服务业,I06599|其他未列明信息技术服务业
C975645419EE54_2,新单,2024-07-25 00:00:00,365,21545.04,12794.7,28573.24580479106,3,31289,1.095,200000,十级伤残:10%,浙江省,金华市,33,60,7,15,10,6,1,1,4,7,7,2,0,0,0,0,0,0,0,0,0,0,13,47,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.117,F|批发和零售业,F051|批发业,F0519|其他批发业,F05199|其他未列明批发业
B617741FF0E39B_3,新单,2024-07-25 00:00:00,365,10953.0,0.0,9512.60547195,0,0,0.0,500000,十级伤残:5%,江苏省,无锡市,11,11,0,2,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,C|制造业,C033|金属制品业,C0339|铸造及其他金属制品制造,C03399|其他未列明金属制品制造
174734319A1A3E,新单,2024-07-25 00:00:00,365,8120.0,0.0,7052.164378,0,0,0.0,200000,十级伤残:10%,江苏省,无锡市,13,13,0,1,2,1,4,1,0,1,1,2,0,0,0,0,0,0,0,3,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,C|制造业,C034|通用设备制造业,C0342|金属加工机械制造,C03429|其他金属加工机械制造
1FFA149928BF7B,新单,2024-07-25 00:00:00,365,33026.4,4968.36,32861.88905335272,1,10000,0.304,500000,十级伤残:10%,江苏省,苏州市,22,32,0,3,4,4,2,0,0,0,5,11,3,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.344,C|制造业,C035|专用设备制造业,C0359|环保、邮政、社会公共服务及其他专 用设备制造,C03599|其他专用设备制造
6D3DE4C39E94F3_1,新单,2024-07-25 00:00:00,365,21552.0,0.0,18717.764368800003,0,0,0.0,500000,十级伤残:10%,江苏省,无锡市,12,12,1,3,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,0.0,0.917,E|建筑业,E048|土木工程建筑业,E0485|架线和管道工程建筑,E04852|管道工程建筑
37D99430781A8C,新单,2024-07-25 00:00:00,365,7764.02,1373.26,7931.513836517201,1,0,0.0,500000,十级伤残:5%,江苏省,南通市,11,12,2,4,1,2,0,1,0,1,1,0,0,0,2,1,0,0,4,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0,0.583,2.083,C|制造业,C034|通用设备制造业,C0342|金属加工机械制造,C03429|其他金属加工机械制造
CCBAE41F75C0EF,新单,2024-07-26 00:00:00,365,12968.1,0.0,11227.1769777744,0,0,0.0,600000,十级伤残:10%,江苏省,常州市,10,10,1,3,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,C|制造业,C035|专用设备制造业,C0355|纺织、服装和皮革加工专用设备制造,C03551|纺织专用设备制造
20FC24A7713FD5,新单,2024-07-26 00:00:00,365,17160.0,0.0,14856.32875584,0,0,0.0,800000,十级伤残:10%,江苏省,常州市,10,10,1,2,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.7,C|制造业,C029|橡胶和塑料制品业,C0292|塑料制品业,C02929|塑料零件及其他塑料制品制造
